"","Method","Sequence","MSE"
"394","GP-ALM",34,0.813297322310708
"395","GP-ALM",35,0.787792445929816
"396","GP-ALM",36,0.752016641457084
"397","GP-ALM",37,0.731403132768261
"398","GP-ALM",38,0.716406267076634
"399","GP-ALM",39,0.70108223392135
"400","GP-ALM",40,0.678197298659359
"401","GP-ALC",1,158.036461561023
"402","GP-ALC",2,181.360935007648
"403","GP-ALC",3,7.25239496403254
"404","GP-ALC",4,6.28098908784607
"405","GP-ALC",5,5.41324467610863
"406","GP-ALC",6,4.89873816589825
"407","GP-ALC",7,4.60531606466337
"408","GP-ALC",8,4.41038847779434
"409","GP-ALC",9,4.16746241976964
"410","GP-ALC",10,4.1513479258117
"411","GP-ALC",11,4.13337789782479
"412","GP-ALC",12,4.02767393279499
"413","GP-ALC",13,3.88708621436921
"414","GP-ALC",14,3.79263700683765
"415","GP-ALC",15,3.60586945631879
"416","GP-ALC",16,3.70606812155479
"417","GP-ALC",17,3.55647811240817
"418","GP-ALC",18,3.43912838890702
"419","GP-ALC",19,3.14519680548139
"420","GP-ALC",20,3.16349208895125
"421","GP-ALC",21,2.99013047968612
"422","GP-ALC",22,3.01900039941797
"423","GP-ALC",23,2.76493784538217
"424","GP-ALC",24,2.73528481681753
"425","GP-ALC",25,2.53527405637877
"426","GP-ALC",26,2.52566273551034
"427","GP-ALC",27,2.47398874758277
"428","GP-ALC",28,2.456213849505
"429","GP-ALC",29,2.37755493687676
"430","GP-ALC",30,2.30412293842977
"431","GP-ALC",31,2.25439702751337
"432","GP-ALC",32,2.21327398551144
"433","GP-ALC",33,2.13702005178316
"434","GP-ALC",34,2.18775966727118
"435","GP-ALC",35,2.16410794315995
"436","GP-ALC",36,2.10706128857054
"437","GP-ALC",37,2.08637488540431
"438","GP-ALC",38,2.09049205853151
"439","GP-ALC",39,2.06235281982208
"440","GP-ALC",40,2.03773200324233
