"","Method","Sequence","MSE"
"374","GP-UCB",14,2.3284102544803
"375","GP-UCB",15,2.28742686110624
"376","GP-UCB",16,2.24406829796383
"377","GP-UCB",17,2.29294519190997
"378","GP-UCB",18,2.2667899897469
"379","GP-UCB",19,2.27741971018459
"380","GP-UCB",20,2.17895023896181
"381","GP-UCB",21,2.18733155744729
"382","GP-UCB",22,2.16219080137585
"383","GP-UCB",23,2.16343534311195
"384","GP-UCB",24,2.14898191150927
"385","GP-UCB",25,2.12321261792041
"386","GP-UCB",26,2.11121382187736
"387","GP-UCB",27,2.1134637309869
"388","GP-UCB",28,2.06309655677304
"389","GP-UCB",29,2.05110052957412
"390","GP-UCB",30,2.00077256361423
"391","GP-UCB",31,1.96649134829407
"392","GP-UCB",32,1.99750761568428
"393","GP-UCB",33,2.00439707739627
"394","GP-UCB",34,2.03046371041173
"395","GP-UCB",35,1.97881383495339
"396","GP-UCB",36,1.92585644586648
"397","GP-UCB",37,1.90655425393539
"398","GP-UCB",38,1.92251168869827
"399","GP-UCB",39,1.90513752967737
"400","GP-UCB",40,1.87871268417156
"401","GP-Thompson",1,3.46837452818572
"402","GP-Thompson",2,2.92498380243853
"403","GP-Thompson",3,2.78609328589433
"404","GP-Thompson",4,2.77044218149612
"405","GP-Thompson",5,2.55454186724381
"406","GP-Thompson",6,2.48633585018807
"407","GP-Thompson",7,2.41362731447665
"408","GP-Thompson",8,2.43378696341282
"409","GP-Thompson",9,2.43127126830842
"410","GP-Thompson",10,2.39409933726223
"411","GP-Thompson",11,2.38979630702752
"412","GP-Thompson",12,2.44386387543429
"413","GP-Thompson",13,2.34254824298098
"414","GP-Thompson",14,2.36875415295862
"415","GP-Thompson",15,2.32488115885591
"416","GP-Thompson",16,2.30236513223333
"417","GP-Thompson",17,2.2967213903778
"418","GP-Thompson",18,2.26016219746962
"419","GP-Thompson",19,2.27899363996712
"420","GP-Thompson",20,2.20827139480997
"421","GP-Thompson",21,2.2014592849835
"422","GP-Thompson",22,2.23358880679367
"423","GP-Thompson",23,2.19872589624227
"424","GP-Thompson",24,2.21521110117774
"425","GP-Thompson",25,2.20614875034275
"426","GP-Thompson",26,2.18361290316433
"427","GP-Thompson",27,2.21147051027795
"428","GP-Thompson",28,2.14720435511936
"429","GP-Thompson",29,2.09999377472895
"430","GP-Thompson",30,2.12158453339182
"431","GP-Thompson",31,2.10714118603972
"432","GP-Thompson",32,2.10362864523842
"433","GP-Thompson",33,2.05335082125402
"434","GP-Thompson",34,2.05724434364847
"435","GP-Thompson",35,2.03193079859362
"436","GP-Thompson",36,2.02869246078837
"437","GP-Thompson",37,2.0298304991222
"438","GP-Thompson",38,2.04744703479469
"439","GP-Thompson",39,2.0319371581341
"440","GP-Thompson",40,2.02180282050986
